-1.000	0.688
-0.900	0.690
-0.800	0.687
-0.700	0.690
-0.600	0.688
-0.500	0.686
-0.400	0.680
-0.300	0.666
-0.200	0.596
-0.100	0.032
0.000	-0.000
0.100	0.033
0.200	0.547
0.300	0.641
0.400	0.684
0.500	0.686
0.600	0.680
0.700	0.674
0.800	0.689
0.900	0.689
1.000	0.689
