-1.000	0.681
-0.900	0.686
-0.800	0.675
-0.700	0.676
-0.600	0.648
-0.500	0.673
-0.400	0.653
-0.300	0.509
-0.200	0.242
-0.100	0.013
0.000	-0.000
0.100	0.013
0.200	0.205
0.300	0.418
0.400	0.666
0.500	0.654
0.600	0.653
0.700	0.603
0.800	0.682
0.900	0.687
1.000	0.663
